manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,sources_hash,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio,gwp_electronics_ratio,gwp_battery_ratio,gwp_hdd_ratio,gwp_ssd_ratio,gwp_othercomponents_ratio,comment
HP,ENVY 17.3 inch Laptop PC,Workplace,Laptop,248.0,0.2,23.78,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525160.pdf,d807b8b8700cbbb4de591c7343aac4d6,,0.72,2.8,,17.3,,,,,,2025-04-02,HP Auto Parser,0.07,0.01,,,,,,
HP,Pavilion Gaming Desktop PC TG01,Workplace,Workstation,794.0,0.74,218.58,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08377684.pdf,640684911d79d325f3af857a1238b728,,0.26,6.6,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,Pavilion x360 11 Convertible PC,Workplace,Workstation,160.0,0.2,15.05,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08383254.pdf,d77e52f04547b0d9692f840d48c30989,,0.74,1.4,,11.6,,,,,,2025-04-02,HP Auto Parser,0.06,0.0,,,,,,
HP,Z6 G4 Workstation,Workplace,Workstation,754.0,0.59,165.28,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525214.pdf,0f8a5b53e0e7706ec7cd51bd7c10403d,,0.4,14.8,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,P27 G5 FHD Monitor,Workplace,Monitor,237.0,0.53,46.64,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08373390.pdf,e4d98c5930800bf1af5f20a523d6cbd7,,0.45,5.3,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Chromebook 14 inch,Workplace,Laptop,,0.18,11.85,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08377685.pdf,f7876af63343334b01219f0df51e378e,,0.74,1.7,,14,,,,,,2025-04-02,HP Auto Parser,0.08,0.0,,,,,,
HP,P27h G5 FHD Monitor,Workplace,Monitor,,0.5,43.74,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08377687.pdf,4417933a1974f2c141aa7d711793c2fb,,0.48,6.1,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,P32u G5 QHD USB-C Monitor,Workplace,Monitor,,0.53,68.58,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08377688.pdf,4f76f0d7ed21f4b73a190092d2694bbf,,0.45,8.5,,31.5,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Z6 G4 Workstation,Workplace,Workstation,754.0,0.59,165.28,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525216.pdf,0f8a5b53e0e7706ec7cd51bd7c10403d,,0.4,14.8,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,c07524446.pdf,Workplace,Workstation,281.0,0.34,35.89,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524446.pdf,27be2183393a130bc56adabec3e3cb0e,,0.65,4.6,,14,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,ENVY x360 15m Convertible PC ENERGY STAR,Workplace,Workstation,214.0,0.2,20.19,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08370554.pdf,ad9d2a842d72b9b4ac72a28bb3e71fe6,,0.72,2.3,,15.6,,,,,,2025-04-02,HP Auto Parser,0.07,0.01,,,,,,
HP,Z24nf G2 23.8-inch Display,Workplace,Workstation,286.0,0.5,53.06,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08370557.pdf,5bb492af0e75bdda4409da48dfd6c477,,0.49,5.9,,23.8,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,27h FHD Monitor,Workplace,Monitor,237.0,0.52,45.91,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08361997.pdf,a2cedc86395fb933a283bd6bd8777bdd,,0.46,5.9,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,M32fw FHD Monitor,Workplace,Monitor,278.0,0.53,54.98,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08361999.pdf,f896f7f3dc4a0a7ef49b26476baf2089,,0.45,5.4,,31.5,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,V27c G5 FHD Curved Monitor,Workplace,Monitor,253.0,0.56,53.11,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08362000.pdf,8f413ae0f6a11041e6593e3f3035e85d,,0.42,4.9,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,V27ie G5 FHD Monitor,Workplace,Monitor,227.0,0.54,45.91,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08362001.pdf,3b505e85abce7bfb0fcd0f5b26a5f08b,,0.44,4.6,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,P24h G5 FHD Monitor,Workplace,Monitor,206.0,0.54,41.6,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08367298.pdf,7dca7751da2a860ad988b2a688d197ef,,0.44,4.9,,23.8,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,HyperX Armada 25 Gaming Monitor,Workplace,Monitor,315.0,0.44,49.45,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08367297.pdf,412558fbb075315a95c865baa163f00d,,0.54,8.8,,24.5,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Chromebook x360 12b,Workplace,Laptop,175.0,0.12,9.46,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08360693.pdf,91148b5d296e0b1d6c523711f9a48756,,0.82,1.5,,12,,,,,,2025-04-02,HP Auto Parser,0.06,0.0,,,,,,
HP,Elite x2 G4,Workplace,Workstation,199.0,0.23,21.04,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07525029.pdf,a00722cb9ee06b24d5ebba8192ea63cf,,0.72,1.1,,13,,,,,,2025-04-02,HP Auto Parser,0.05,0.0,,,,,,
HP,Engage Flex Pro Retail System,Workplace,Workstation,259.0,0.5,48.93,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07524538.pdf,1bb1d05f010187fe30bd953551de1f79,,0.48,7.9,,,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Pro c645 Chromebook,Workplace,Laptop,206.0,0.24,22.81,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08356592.pdf,9abd2f0ae5c6d1b646e00e14aaa796b5,,0.71,1.7,,14,,,,,,2025-04-02,HP Auto Parser,0.05,0.0,,,,,,
HP,M24 Webcam 23.8-inch Monitor,Workplace,Monitor,251.0,0.46,42.69,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295120.pdf,887aee6ee1d07610bc5575ab686fe3bf,,0.52,6.5,,24,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Pro Mini 400 G9 Desktop PC,Workplace,Workstation,243.0,0.59,28.3776,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295166.pdf,f7ac0955935a6bd0400fcba124e96d3d,,0.4,2.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,Pro SFF 400 G9 Desktop PC,Workplace,Workstation,651.0,0.27,54.28,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295274.pdf,bfea401103b3bb17d703e8493935f724,,0.73,5.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,Pro Tower 400 G9 PCI Desktop PC,Workplace,Workstation,841.0,0.34,56.87,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295355.pdf,3a0f20416475ea42899339511c5339ac,,0.65,7.02,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,Pro Tower 480 G9 PCI Desktop PC,Workplace,Workstation,841.0,0.34,56.87,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295357.pdf,eb6b904d0556967c18d3179b2b174217,,0.65,7.02,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,ZBook Fury 16 G9 Mobile Workstation PC,Workplace,Laptop,404.0,0.18,32.85,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08295627.pdf,9208c877fe1e1ad32f457603648003d9,,0.77,3.6,,16,,,,,,2025-04-02,HP Auto Parser,0.05,0.0,,,,,,
HP,Pro Tower 200 G9 Desktop PC ENERGY STAR,Workplace,Workstation,746.0,0.46,128.31,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08278491.pdf,0717a65838fd22ff058f1905cee22cba,,0.54,6.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,Pro Tower 280 G9 Desktop PC ENERGY STAR,Workplace,Workstation,746.0,0.46,128.31,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08278495.pdf,ab2d6391ca76cea04ce657445bcfc940,,0.54,6.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,Pro Tower 290 G9 Desktop PC ENERGY STAR,Workplace,Workstation,746.0,0.46,128.31,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08278500.pdf,5bee270e3754ff3e63a2ca5e25ebba78,,0.54,6.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,Pro Tower ZHAN 99 G9 Desktop PC ENERGY STAR,Workplace,Workstation,746.0,0.46,128.31,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08278504.pdf,36be16872311b9ff0d0c62ef423b779f,,0.54,6.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,11 inch Tablet PC,Workplace,Tablet,,0.21,17.86,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07981615.pdf,f22c36618df0bba80b36c3fe8dd03325,,0.73,0.858,,11,,,,,,2025-04-02,HP Auto Parser,0.05,0.01,,,,,,
HP,14 inch 4G LTE Laptop PC,Workplace,Laptop,197.0,0.14,12.48,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07779859.pdf,91bbca2e6ba7262aacfae5d01b1ebd69,,0.81,1.4,,14,,,,,,2025-04-02,HP Auto Parser,0.05,0.0,,,,,,
HP,205 G8 24 All-in-One PC,Workplace,Workstation,426.0,0.45,72.16,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07780419.pdf,4f8fa8fbf900fbb3650dc3b3c7850d3f,,0.54,7.3,,23.8,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,205 Pro G8 24 All-in-One PC,Workplace,Workstation,426.0,0.45,72.16,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07780422.pdf,27a64515cc24f734c553cb85af3a88fc,,0.54,7.3,,23.8,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,23.8 inch All-in-One Desktop PC 24-cb,Workplace,Workstation,819.0,0.24,72.16,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07802768.pdf,c31be6c0b6fa824993a38cadd5e1bebf,,0.72,5.8,,23.8,,,,,,2025-04-02,HP Auto Parser,0.02,0.02,,,,,,
HP,23.8 inch All-in-One Desktop PC 24-ck,Workplace,Workstation,506.0,0.3,56.25,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08060113.pdf,7aed564bb377c78cb4ae8bf02e62c081,,0.69,7.1,,23.8,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,255 G9 Notebook PC,Workplace,Laptop,230.0,0.18,18.81,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08173120.pdf,ccd73299b96aba70679ec3c5b8af4684,,0.75,2.2,,15.6,,,,,,2025-04-02,HP Auto Parser,0.07,0.0,,,,,,
HP,256 G9 Notebook PC,Workplace,Laptop,194.0,0.19,17.06,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08170274.pdf,3d25eb01b138c3fd304baeb2382c5440,,0.73,2.2,,15.6,,,,,,2025-04-02,HP Auto Parser,0.08,0.0,,,,,,
HP,27 inch All-in-One Desktop PC 27-cb,Workplace,Workstation,420.0,0.45,70.91,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07780132.pdf,5a640cdb4a3dba1d105914e0c1d7972b,,0.53,7.5,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,Chromebook 11a,Workplace,Laptop,174.0,0.17,15.08,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07887773.pdf,1b3349375fa826f31cd07a2d40d6f9d7,,0.76,1.3,,11,,,,,,2025-04-02,HP Auto Parser,0.06,0.01,,,,,,
HP,Chromebook x2 11,Workplace,Laptop,174.0,0.17,14.08,4.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07856928.pdf,06d83bcc74c2a93fa12885ed428716b2,,0.76,1.2,,11,,,,,,2025-04-02,HP Auto Parser,0.06,0.01,,,,,,
HP,E24m G4 FHD USB-C Conferencing Monitor,Workplace,Monitor,,0.41,43.74,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07983252.pdf,01a3f36aa4cd2ff2686211ba62d63b09,,0.57,7.4,,24,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,E24mv G4 Collaboration Monitor,Workplace,Monitor,286.0,0.41,15.9,14,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07719779.pdf,6f2a1882a6ae573bbd023ef07eeeb349,,0.57,6.5,,23.8,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,fixed lifetime
HP,E27m G4 QHD USB-C Conferencing Monitor,Workplace,Monitor,,0.48,68.86,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c07983253.pdf,f122531d0b667799fb2c601e2bd50ddf,,0.5,8.37,,27,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,E34m G4 WQHD Curved USB-C Conferencing Monitor,Workplace,Monitor,,0.53,96.65,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08014488.pdf,12580fa538a80330b4637d0a520fc793,,0.45,12.18,,34,,,,,,2025-04-02,HP Auto Parser,0.01,0.01,,,,,,
HP,c08170568.pdf,Workplace,Workstation,671.0,0.38,96.13,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08170568.pdf,ebe42e7fc7b973efee0523bc96278506,,0.61,10.9,,27,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,ENVY Desktop PC TE02 ENERGY STAR,Workplace,Workstation,535.0,0.5,100.48,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08065131.pdf,d2db8865ff7953b36d3c4946ebbb5fc6,,0.49,11.8,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.01,,,,,,
HP,Elite Dragonfly 13.5 inch G3 Notebook PC,Workplace,Laptop,280.0,0.15,20.4,3,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08221678.pdf,65993591baf18ecae95129d7b8c1beee,,0.81,1.6,,13.5,,,,,,2025-04-02,HP Auto Parser,0.04,0.0,,,,,,fixed lifetime
HP,Elite Mini 600 G9 Desktop PC,Workplace,Workstation,282.0,0.52,54.03,5.0,North America,2021,https://h20195.www2.hp.com/v2/getpdf.aspx/c08146376.pdf,45253fc3b0aa66261db35b29b5c4a20d,,0.48,2.4,,,,,,,,2025-04-02,HP Auto Parser,0.0,0.0,,,,,,
HP,c05388050.pdf,Workplace,Workstation,,,,,,2024,https://h20195.www2.hp.com/v2/getpdf.aspx/c05388050.pdf,55bc9bbbd9bf4014b96e48fec3e66e15,,,,,,,,,,,2025-04-02,HP Auto Parser,,,,,,,,
