manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,sources_hash,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,gwp_eol_ratio,gwp_electronics_ratio,gwp_battery_ratio,gwp_hdd_ratio,gwp_ssd_ratio,gwp_othercomponents_ratio,comment
Lenovo,ThinkVision X27q-20,,,530.0,0.43,,5.0,WW,2019-07-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x27q-20.pdf,a35196f58bd1326eeec90d4a92c0aa21,0.317,,4.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.09,,,,,
Lenovo,X24q-10,,,677.61,0.17,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x24q-10.pdf,cad07980d0f5732752a7dfb7017228ae,,,5.23,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,ThinkVision X24-20,,,643.03,0.17,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x24-20.pdf,e8fab93b6e0916b87b55c1c3f3dd3a6d,0.233,,4.9,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,,,,,,
Lenovo,ThinkVision  X24,,,344.0,0.5,,5.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x24.pdf,6cfe998c9d2bbc4b68eb52dd448c3950,,,,,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision X1 (2nd Gen),,,603.0,,,5.0,WW,2018-06-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x1-gen-2.pdf,a24f8b823a5f93a4cc2313c9fc736e80,0.365,,5.55,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.14,,,,,
Lenovo,X1A(ThinkVision X1),,,467.0,0.56,,5.0,WW,2016-1-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-x1.pdf,57f5120cb30c1655ac4b89b802e8e645,0.191,,6.4,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,V20-10,,,232.0,0.28,,3.0,WW,2018-02-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-v20-10.pdf,3a9d45b3994c30676b8faffefb983cfe,0.28,,3.77,CN,19.5,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T86,,,5950.0,0.47,,5.0,WW,,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t86.pdf,4e5cb88a20397c53607cb7e1cc7b43be,0.23,0.16,,China,,,,,,,2025-04-04,Lenovo Auto Parser,0.36,0.01,,,,,,
Lenovo,ThinkVision T75,,,5680.0,0.54,,5.0,WW,,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t75.pdf,7205d676e99191827c99e4494d55b44a,0.257,0.14,,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.31,0.01,,,,,,
Lenovo,ThinkVision T65,,,4520.0,0.54,,5.0,WW,,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t65.pdf,19040076ab5527dba2fd99bcbe692cf1,0.274,0.14,,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.31,0.01,,,,,,
Lenovo,T2424pA,,,447.0,,,5.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t2454pa.pdf,012bb0402d7f93ad29c5436966444f4c,,,8.06,,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,T2424pA,,,447.0,,,5.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t2424pA.pdf,012bb0402d7f93ad29c5436966444f4c,,,8.06,,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T24v-10,,,737.0,0.24,,3.0,WW,2017-10-1,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch3/PCF_ThinkVision_T24v-10.pdf,e5f7c4c41a5dcb18e3fbf6dc8fc75eb3,0.167,,7.26,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,,,,,,
Lenovo,ThinkVision T24m-10,,,613.0,0.15,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-t24m-10.pdf,54994cbcc386b20d0e6bc97165692fb9,0.279,0.835,5.4,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,0.07,,,,,
Lenovo,T24i-10,,,356.0,0.38,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t24i-10.pdf,c2c37c26602da33192f6829c81a44f63,0.444,0.605,5.2,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,,,,,,
Lenovo,ThinkVision T24d-10,,,675.0,,,5.0,WW,2017-04-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t24d-10.pdf,936d64c9781d1ff6088b0ceb82d9d258,0.172,,8.7,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,T2364tA(ThinkVision T2364t),,,862.0,,,5.0,WW,2016-4-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t2364t.pdf,25c418fc9c3fc91f7e1f04861b30306c,0.201,,6.12,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,T2364pA(ThinkVision T2364p),,,867.0,0.79,,5.0,WW,2016-4-7,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t2364p.pdf,2f5e436848708a38fdb58196b375259b,0.2,,5.15,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,T2324d,,,256.0,0.41,,3.0,WW,2016-7-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t23242d.pdf,762efb52086d6bb21ae15afe841637f1,0.184,,4.7,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.02,,,,,,
Lenovo,T23i-10/P23i-10,,,728.969,0.26,,3.0,WW,2017-03-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t23i-10_p23i-10.pdf,84c66fbbfa990ac4c87d66c2b6dde175,,,7.3,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.06,,,,,
Lenovo,T2224pD,,,427.0,0.61,,3.0,EU,2016-10-1,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch4/PCF-T2224p.pdf,4128b6541b23db978e80ce40b7e9ced0,0.19,,7.5,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,T2014,,,358.0,0.67,,3.0,EU,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t2014.pdf,3f41ae3a5385f69a8c6545caa44f1cdf,,,3.63,,19.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T34w-30,,,1207.0,0.343,,5.0,WW,2022-11-2,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t34w-30.pdf,9b2dfb60cce9807290c8b6df555324a6,0.231,0.325,9.52,CN,34.0,,,,,,2025-04-04,Lenovo Auto Parser,0.327,0.005,,,,,,
Lenovo,ThinkVision T34w-20,,,520.0,0.49,,5.0,WW,2019-11-1,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t34w-20.pdf,1acaa6e03970e42567f11582ca83b791,0.338,0.48,9.91,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.01,0.11,,,,,
Lenovo,ThinkVision T32q-27,,,1160.0,0.28,,5.0,WW,2022-07-2,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32q-27.pdf,67e6d5debedfc23237854183394a29cd,0.278,0.41,9.71,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.3,0.01,,,,,,
Lenovo,ThinkVision T32p-30,,,1240.0,0.37,,5.0,WW,2022-10-1,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32p-30.pdf,2d9d44d441a51d21a1a79a315d8f9bd7,0.242,0.31,9.94,CN,31.5,,,,,,2025-04-04,Lenovo Auto Parser,0.31,0.01,,,,,,
Lenovo,ThinkVision T32p-20,,,591.0,0.56,,5.0,WW,2019-11-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32p-20.pdf,798854d353ff68ea4bc4050c22428673,0.318,,9.85,CN,31.5,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T32h-30,,,1170.0,0.32,,5.0,WW,2022-10-1,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t32h-30.pdf,1e800983ed1c55b66280c61f382bf1a2,0.226,0.34,9.94,CN,31.5,,,,,,2025-04-04,Lenovo Auto Parser,0.33,0.01,,,,,,
Lenovo,ThinkVision T32h-20,,,525.0,,,5.0,WW,2019-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-t32h-20.pdf,da7ac20b2fded7bd87fe018fcc4cc6cc,0.301,,9.85,CN,31.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T27p-30,,,1040.0,0.4,,5.0,WW,2022-07-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27p-30.pdf,3eb2250a143c848cf8988a7242bd8a4e,0.247,0.32,7.34,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.27,0.01,,,,,,
Lenovo,ThinkVision T27q-20,,,271.0,0.28,,2.0,WW,2019-11-7,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27q-20.pdf,19a9b91d10a1dc62719934171ea70496,0.258,,7.44,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,T27p-10,,,508.0,0.57,,5.0,WW,2019-03-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t27p-10.pdf,57262abccdab202fc0a3d60acbc38150,0.374,0.4,7.0,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.01,0.1,,,,,
Lenovo,ThinkVision T27i-30/37 ThinkVision TIO Flex 27i,,,830.0,0.29,,5.0,WW,2022-05-1,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27i-30_37_tio-flex-27i.pdf,3e4d9704b44ed9510d60a62258ddf5ad,0.207,0.38,6.96,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.32,0.01,,,,,,
Lenovo,ThinkVision T27i-10,,,380.0,0.54,,5.0,WW,2018-06-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t27i-10.pdf,633cd65b80e06720c966eac3ead2dad0,0.353,0.435,9.32,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.005,0.03,,,,,
Lenovo,ThinkVision T27h-30,,,953.0,0.32,,5.0,WW,2022-05-2,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27h-30_37.pdf,33227b7ee2e260b33501479ebb855b03,0.251,0.3,6.9,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.28,0.1,,,,,,
Lenovo,ThinkVision T27hv-20,,,476.0,0.38,,5.0,WW,2020-09-1,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27hv-20.pdf,9178ba9bfd25ae32f81872762648ffbc,0.319,0.57,7.35,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.04,0.01,0.23,,,,,
Lenovo,ThinkVision T27h-2L,,,273.0,0.29,,2.0,WW,2020-9-1,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t27h-2l.pdf,6a58c367035c0b12272feaea74bb5b0d,0.26,,7.6,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T27h-20,,,273.0,0.29,,2.0,WW,2019-11-7,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/pcf-thinkvision-t27h-20.pdf,cae9169b4458159da8ec4a6238e1dd5b,0.26,,7.6,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T27h-10,,,808.0,,,5.0,WW,2017-3-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t27h-10.pdf,032f2bea9b89003003fa6b96d8358f80,0.243,,11.25,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T25m-10,,,429.0,,,5.0,WW,2019-03-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t25m-10.pdf,a48931cbe6f3a12dec97b20323e9a4a2,0.336,,7.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T25d-10,,,428.0,,,5.0,WW,2019-03-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t25d-10.pdf,26ab6536cda6163e259018575b20544f,0.341,,7.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T24v-20,,,305.0,0.28,,3.0,WW,2020-02-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t24v-20.pdf,0494ca379c0b7a2479b8d6963fc2e7fe,0.285,,5.94,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,0.14,,,,,
Lenovo,ThinkVision T24t-20,,,406.0,0.44,,5.0,WW,2021-03-1,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t24t-20.pdf,f9c9c22555adf3b7b8883893518fe8a2,0.303,0.47,5.85,China,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.08,0.01,0.12,,,,,
Lenovo,ThinkVision T24m-10,,,613.0,0.15,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t24m-10.pdf,54994cbcc386b20d0e6bc97165692fb9,0.279,0.835,5.4,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.01,0.005,0.07,,,,,
Lenovo,ThinkVision T24v-30/TIO Flex 24v,,,725.0,0.259,,5.0,WW,2022-10-2,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t24v-30_tio-flex-t24v.pdf,f6eb7ce7d615959f7287a9112c87c9eb,0.19,0.426,8.6,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.31,0.005,,,,,,
Lenovo,ThinkVision T24i-30/P24i-30 ThinkVision-In-OneFlex 24i,,,668.0,0.26,,5.0,WW,2022-08-3,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t24i-30_p24i-30_tio-flex-t24i.pdf,ef30ae7e07ada08427e9cef5c2b300cd,0.208,0.43,5.4,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.3,0.01,,,,,,
Lenovo,ThinkVision T24i-19,,,352.0,0.49,,5.0,WW,2018-11-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t24i-19.pdf,be2845792330d137ce3fa9c964e6ed4a,0.622,,5.15,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T24i-20 P24i-20,,,352.0,0.44,,5.0,WW,2020-1-1,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p24i-20_t24i-20.pdf,e2342ff20d78f1f016b49ccb35fd7dfa,0.284,,5.87,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T24i-10/P24i -10,,,364.0,0.46,,5.0,WW,2018-08-1,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch3/PCF_ThinkVision_T24i-10_P24i-10.pdf,4212d0ce8caf7d688b646b81efb7717b,0.525,,7.45,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T23d-10,,,312.0,,,3.0,WW,2018-06-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t23d-10.pdf,d0d53dc879e8b3e097345d6642ae57e9,0.266,,6.84,CN,22.5,,,,,,2025-04-04,Lenovo Auto Parser,0.1,0.005,,,,,,
Lenovo,Thinkvision T23i-30,,,751.0,0.23,,5.0,WW,2022-07-0,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t23i-30.pdf,b6e27678ba4be33c473d3fe5abc62aef,0.232,0.5,5.24,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.26,0.01,,,,,,
Lenovo,ThinkVision T23i-20,,,227.0,0.2,,2.0,WW,2020-2-2,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t23i-20.pdf,8e39366363df4588f7aec18dfec06b3a,0.269,,5.59,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision T22v-20,,,337.0,,,3.0,WW,2020-02-0,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t22v-20.pdf,29b9bce0c257ba1879c3103d131170b4,0.338,,5.49,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T22v-10,,,334.0,0.33,,3.0,WW,2017-10-1,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch3/PCF_ThinkVision_T22v-10.pdf,019d5143d76e82ce93928602dc88c6eb,0.263,0.51,6.64,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,0.15,0.01,0.13,,,,,
Lenovo,ThinkVision T22i-20,,,361.0,0.31,,5.0,WW,,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t22i-20.pdf,f80a884da6d577ee5b0de0986bc2bfca,0.402,,,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.12,,,,,
Lenovo,ThinkVision T22i-30，P22i-30，Flex 22i,,,686.0,0.23,,5.0,WW,2022-06-0,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t22i-30_p22i-30_tio-flex-22i.pdf,9141bb29bcafc25fe4c320473f47ec01,0.187,0.49,4.88,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,0.27,0.01,,,,,,
Lenovo,T22i-10,,,752.75,0.3,,3.0,WW,2017-03-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-t22i.pdf,7aaef453ed9be0cfaa6e2ad0a8e3b085,,,7.42,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.0,0.06,,,,,
Lenovo,ThinkVision S24e-10,,,442.0,0.42,,5.0,WW,2018-05-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-s24e-10.pdf,ece0186a793d401392b6c0ed102ef536,0.412,,3.36,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,S27i-10,,,401.0,0.5,,5.0,WW,2018-05-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-s27i-10.pdf,83e8e840e43afb51dceb479c0d4dfc2b,0.374,0.45,6.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.04,0.01,0.1,,,,,
Lenovo,Thinkvision S27e-20,,,255.632,,,2.0,WW,2020-11-1,https://p1-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-s27e-20.pdf,26a5ab4352de0f0aeb0d90c7665e0aa1,,,4.6,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,S24q-10,,,394.0,0.51,,5.0,WW,2019-9-6,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-s24q-10.pdf,62e0f22aefd2d212c29adae8161cac45,0.343,,5.1,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision S24e-20,,,591.0,0.269,,5.0,WW,2020-11-1,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-s24e-20.pdf,8c9bb294240c73963876057309eed899,0.21,0.494,3.82,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,0.232,0.005,,,,,,
Lenovo,ThinkVision S24e-10 /S24e-03,,,442.0,0.42,,5.0,WW,2018-05-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-s24e-03_s24e-10.pdf,373828a418629bf22ac98f68d88a5c3a,0.412,,3.36,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision S23d-10,,,303.0,,,3.0,WW,2018-06-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-s23d-10.pdf,702e45f61142fb7edce83798c0bd26ab,0.271,,4.46,CN,22.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.1,,,,,
Lenovo,ThinkVision S22e-20,,,331.0,0.44,,5.0,WW,2021-01-1,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-s22e-20.pdf,332e4d4500eea56ada143471e22eb7b6,0.314,,3.14,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,ThinkVision S22e-19,,,384.0,0.4,,5.0,WW,2018-05-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-s22e-19.pdf,80ec5efe6bcdf6287d57c37b91738490,0.398,,4.07,CN,21.5,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,Q27q-10 / Q27q-1L,,,517.0,0.45,,5.0,WW,2019-07-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-q27q-10_q27q-1l.pdf,726bb3f3599f82e851be12edea5dcb9b,0.337,,7.33,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.08,,,,,
Lenovo,Q24i-10/1L,,,442.0,0.41,,5.0,WW,2019-07-0,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-lenovo-q24i-10_1l.pdf,e8a4f31114185440c7713bdb8d4805a5,0.344,,6.24,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.1,,,,,
Lenovo,ThinkVision P44w-10,,,433.0,0.65,,5.0,WW,2019-01-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p44w-10.pdf,69d6bf82078a01bbf0edbca10d02d188,0.342,0.32,18.59,CN,43.4,,,,,,2025-04-04,Lenovo Auto Parser,0.03,0.0,0.06,,,,,
Lenovo,ThinkVision P40w-20,,,1153.0,0.5,,5.0,WW,,https://p3-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch5/pcf-thinkvision-p40w-20.pdf,b694c7f393c26732e30307394fcc5af5,0.41,0.39,,China,39.7,,,,,,2025-04-04,Lenovo Auto Parser,0.1,0.01,,,,,,
Lenovo,ThinkVision P32u-10,,,689.0,0.61,,5.0,WW,2018-05-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p32u-10.pdf,06ac06094c274335e41b41e7c5d49571,0.363,,10.97,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision P27u-20,,,833.0,,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p27u-20.pdf,979515bf270cf0e3aac76d8448390293,0.325,,,China,,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
Lenovo,ThinkVision P27q-30,,,839.0,0.32,,5.0,WW,2022-04-2,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p27q-30.pdf,5c201ee5a21b106d71f42750a20b072b,0.219,0.36,6.8,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.31,0.01,,,,,,
Lenovo,ThinkVision P27q-10,,,614.0,0.55,,5.0,WW,2016-10-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p27q-10.pdf,9ddfe9b3a242ad0f53165155c7d9d710,0.195,0.425,11.0,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.02,0.005,,,,,,
Lenovo,ThinkVision P27h-30,,,886.0,0.33,,5.0,WW,2022-05-2,https://p4-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-p27h-30.pdf,39b706af9cc0bb484421004ece24deaf,0.223,0.36,10.2,CN,,,,,,,2025-04-04,Lenovo Auto Parser,0.3,0.01,,,,,,
Lenovo,ThinkVision P27h-20 / P27h-28,,,401.0,0.23,,2.0,WW,2019-10-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/pcf-thinkvision-p27h-20_p27h-28.pdf,a63ae76c2a757b6c760313fb4bf8a139,0.287,,7.35,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,0.12,,,,,
Lenovo,ThinkVision P27u,,,894.0,0.39,,5.0,WW,2017-05-2,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p27u.pdf,17d5999fb26a94ece8265be7b7522dbc,0.261,,11.0,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,0.06,,,,,
Lenovo,X1A(ThinkVision P27),,,509.0,0.08,,5.0,WW,2016-1-1,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p27.pdf,dd1af563006f0c0cabdfb777d845b290,0.193,,6.86,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.01,,,,,,
Lenovo,ThinkVision P24q,,,352.0,0.36,,5.0,WW,,https://static.lenovo.com/ww/docs/regulatory/eco-declaration/2021/pcf-thinkvision-p24q.pdf,eb5cc794fa7a5105c3c788796868dd5d,0.267,,5.56,CN,,,,,,,2025-04-04,Lenovo Auto Parser,,0.005,,,,,,
Lenovo,ThinkVision T24i-2L/P24i-2L,,,353.0,0.44,,5.0,WW,2020-9-1,https://p2-ofp.static.pub/ShareResource/compliance/eco-declaration/pdfs/Batch7/pcf-thinkvision-t24i-2l_p24i-2l.pdf,07c6230ffb7e700d519438bc0c3c0fd3,0.283,,5.9,CN,23.8,,,,,,2025-04-04,Lenovo Auto Parser,,,,,,,,
